Gene,RB01,RB02,RB03,RB04,RB05,RB06,RB07,RB08,RB09,RB10,RB11,RB12,RB13,RB14,RB15,RB16,RB17
Wdr18,1666,716,771,1491,1768,1843,1261,2156,317,746,413,645,562,480,353,521,632
Grin3b,2,1,0,4,6,7,5,6,0,3,0,1,4,0,0,0,2
Tmem259,2949,1209,1457,2878,3430,4111,2403,3975,691,1501,774,1240,1307,901,690,1076,1216
Cnn2,145,91,61,194,208,151,126,159,31,51,33,41,47,66,26,69,87
Abca7,4129,1769,1931,3525,4176,5717,3876,6402,1019,2543,1278,1886,1965,1327,974,1640,1479
Hmha1,46,38,25,62,54,78,64,87,11,34,10,16,16,15,9,25,18
Polr2e,1890,715,948,1844,2010,2159,1557,2573,386,964,428,830,811,637,449,660,733
Gpx4,5160,1920,2810,5558,5751,5515,4085,6272,1328,2593,1432,2046,2153,1749,1220,1690,2252
Sbno2,1896,800,953,2535,2618,2316,1746,2531,542,857,429,676,634,621,343,684,821
Stk11,3593,1475,1763,3411,3980,4684,2982,5395,823,2109,1079,1636,1577,1252,882,1539,1430
Dos,4613,1781,2376,4903,4806,6015,3582,6132,650,1742,750,1271,1382,962,720,1043,1331
Atp5d,4000,1727,2066,4072,4702,5037,3006,5346,848,1950,994,1658,1691,1249,958,1295,1658
Midn,3224,1399,1568,3495,3770,4787,3582,5832,591,1305,630,1043,1157,918,648,978,1195
Cirbp,6159,2703,2938,4967,5591,6365,4344,7581,1173,3047,1574,2495,2718,2268,1539,2568,2221
1600002K03Rik,325,147,144,298,447,368,270,453,76,158,75,126,142,108,76,122,157
Efna2,133,71,76,173,243,231,158,246,66,127,57,88,90,70,43,99,69
Mum1,1192,541,557,1228,1329,1582,1060,1785,274,756,346,577,551,413,286,527,481
Ndufs7,1747,728,852,1779,2046,2256,1238,2256,318,903,372,723,724,543,359,632,528
Gamt,20,6,10,20,21,36,14,32,11,11,8,16,10,5,8,15,9
Dazap1,1590,737,786,1855,2038,2446,1427,2522,354,899,392,706,717,537,370,674,638
Mir6911,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
Rps15,12521,4948,5674,12079,13443,12770,9347,15676,2390,5718,2969,4683,4881,3556,2819,3574,5113
Apc2,132,54,61,175,142,199,126,172,41,80,37,76,49,38,26,45,49
2310011J03Rik,1188,535,591,1177,1472,1341,921,1635,241,566,330,490,542,363,252,384,480
Pcsk4,1247,529,659,1098,1139,2530,1428,2359,295,828,361,521,518,348,290,350,355
Reep6,5258,2487,2824,5444,6168,7265,4724,7725,1565,3785,1878,2945,2924,2215,1570,2185,2430
Adamtsl5,24,10,5,20,21,42,26,35,9,21,14,16,10,12,15,12,14
Plk5,28,24,14,26,33,53,35,55,9,20,14,15,27,7,14,10,7
Mex3d,376,169,190,492,521,606,297,478,58,193,81,157,177,118,76,148,137
Mbd3,3140,1194,1541,2908,3304,3307,2398,3931,565,1244,690,1040,1142,853,624,841,1039
Uqcr11,2591,1123,1183,2521,2927,2716,1858,3257,439,1071,559,875,1005,698,555,821,777
Tcf3,1421,629,735,1628,1957,1971,1185,2176,272,785,356,611,624,485,317,597,513
Onecut3,0,0,0,0,5,0,1,1,0,0,0,1,0,1,0,0,0
Atp8b3,1,1,0,0,2,0,0,0,0,4,2,0,0,0,1,0,2
Rexo1,1734,766,885,1770,1915,2485,1489,2646,375,890,450,702,706,497,363,574,589
Klf16,612,279,307,678,726,766,543,890,129,328,167,277,263,176,167,267,282
Abhd17a,1548,584,781,1453,1693,1800,1008,1859,261,713,292,591,586,492,291,451,470
Adat3,117,55,49,115,134,152,99,144,9,35,24,33,36,24,17,23,21
Scamp4,2768,1221,1303,2692,3200,3104,2290,3747,596,1196,721,1054,1146,780,564,831,1217
Mir6912,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Csnk1g2,5132,2120,2468,5406,6233,6622,3922,6868,1016,2619,1425,2247,2238,1737,1160,1867,1754
Btbd2,1927,841,911,1935,2007,2307,1615,2510,453,1103,553,909,844,606,472,612,696
Mknk2,1654,694,772,1962,1839,2011,1427,2214,407,933,483,818,733,527,416,757,695
Mob3a,878,345,385,990,982,957,720,1152,181,381,194,319,361,255,199,277,424
Izumo4,490,209,234,400,376,539,375,623,108,264,154,181,207,160,96,182,178
Ap3d1,12610,5177,6194,11407,12526,15230,10632,18720,2669,5878,3225,4809,4767,3428,2508,3625,5190
Dot1l,1503,628,734,1490,1604,2031,1274,2347,336,760,365,591,582,404,307,408,606
Plekhj1,565,242,286,659,717,842,515,891,117,330,189,257,297,222,155,264,284
Sf3a2,1460,635,730,1623,1773,1735,1294,2111,290,660,349,570,637,476,322,500,604
Amh,4,5,0,4,11,19,10,12,1,4,0,3,0,3,0,0,3
Jsrp1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Oaz1,4,0,5,1,4,1,1,1,0,1,0,0,2,0,0,2,2
Oaz1-ps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir1982,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lingo3,64,23,35,79,90,175,59,123,11,33,14,34,35,19,7,48,24
Lsm7,277,117,139,267,335,321,221,370,43,129,63,109,105,82,51,68,82
Sppl2b,714,304,336,670,724,985,623,1069,158,400,205,307,293,166,148,246,253
Tmprss9,1,5,6,7,6,6,4,6,4,5,3,1,3,2,1,4,1
Timm13,1539,623,737,1682,1842,1664,1180,2134,269,688,352,635,586,406,323,475,562
Lmnb2,1392,556,554,1419,1691,1682,1182,1924,277,643,299,529,474,406,295,448,544
Gadd45b,168,77,77,612,407,420,380,444,86,116,52,98,89,69,45,181,207
Gng7,181,81,106,175,246,200,148,290,46,137,52,104,78,68,37,85,69
Diras1,439,158,263,451,432,576,323,579,113,198,114,196,209,112,101,131,158
Slc39a3,2519,1029,1227,2446,2693,2872,1829,3174,522,1357,687,1031,1057,787,603,847,946
Sgta,3581,1438,1687,3391,4043,4004,2871,4757,758,1689,952,1493,1509,1122,765,1313,1488
Thop1,1072,420,507,1066,1300,1356,791,1409,177,463,247,394,421,273,222,332,397
Creb3l3,21,13,9,30,33,16,19,46,4,12,7,6,5,12,5,21,5
Mir5615-1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mir5615-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Map2k2,4060,1882,2153,4426,5211,5256,3354,6051,655,1879,910,1551,1598,1243,929,1287,1400
Zbtb7a,3218,1459,1740,3846,4481,5143,2817,4932,655,1875,932,1474,1528,1081,764,1547,1116
Pias4,784,302,365,799,953,976,602,1023,162,386,265,322,345,220,159,286,321
Eef2,75721,31434,38626,75928,83012,91380,64633,108205,18783,46151,22015,35465,33657,25542,18919,27739,31510
Snord37,7,3,3,4,3,14,3,2,2,3,1,1,1,0,0,3,0
Dapk3,1305,504,634,1193,1370,1609,905,1794,221,512,251,424,464,307,262,319,436
Atcayos,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
Nmrk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atcay,98,34,45,112,100,96,60,89,7,14,8,10,18,10,5,6,21
Zfr2,794,331,385,795,750,1320,701,1247,126,500,175,341,319,213,149,289,231
Matk,57,21,36,53,43,52,40,67,8,17,9,19,20,14,7,11,20
Mrpl54,1051,461,591,1247,1562,1342,782,1505,243,432,263,444,468,370,267,365,538
Apba3,853,384,524,1139,1369,1335,775,1255,188,420,196,364,334,277,172,333,314
Mir3057,2,0,1,4,0,0,2,7,0,0,0,1,2,1,0,0,2
Tjp3,692,307,377,937,924,1085,588,1039,223,460,231,394,284,252,182,334,362
Pip5k1c,4564,1824,1952,4227,4361,5633,3598,6432,1102,2904,1399,2244,2108,1489,1100,1972,1557
Cactin,1007,421,491,1049,1241,1379,832,1326,207,516,228,402,424,288,218,317,385
Tbxa2r,32,15,8,36,33,39,41,40,6,24,6,18,17,15,8,28,6
Gipc3,3,2,3,4,5,4,0,0,0,1,3,1,2,1,0,5,0
Hmg20b,595,237,341,767,890,1105,645,1061,131,376,192,303,269,222,173,309,256
Mfsd12,261,98,128,273,321,347,225,295,68,153,73,126,88,95,54,78,74
4930404N11Rik,1,2,0,5,2,10,4,7,0,3,1,2,1,0,0,1,1
Fzr1,1870,814,864,1903,2128,2038,1535,2465,413,979,457,789,770,575,355,690,764
Dohh,1434,661,790,1750,1846,2172,1057,1924,266,682,297,590,639,510,321,498,449
Mir6913,2,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,2
Smim24,124,58,41,92,113,118,96,168,15,47,15,36,36,17,15,35,23
Nfic,5603,2486,2864,6006,6634,7680,4797,8131,1292,3305,1629,2503,2515,1971,1374,2241,2066
Mir1191b,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Celf5,43,17,21,45,39,48,44,63,10,32,12,13,16,19,12,28,26
Ncln,2779,1127,1454,2816,3211,3377,2300,3782,556,1405,600,1121,1142,919,596,820,1087
S1pr4,17,1,5,22,13,29,14,22,1,8,3,7,6,2,3,7,11
Gna15,15,6,10,21,14,33,22,42,3,3,7,7,14,5,1,2,5
Gna11,6831,2764,3317,6417,7022,7825,5358,8940,1380,3414,1946,2794,2956,1987,1446,2578,2795
Aes,17125,7303,8206,16019,18153,18908,12657,21163,3533,8242,4222,6925,7165,5005,3844,5471,6776
Tle2,1086,428,543,775,894,1487,842,1505,181,600,240,373,376,274,215,323,254
Tle6,513,183,245,555,602,624,487,759,77,204,124,197,184,133,123,177,225
BC025920,104,37,42,108,71,135,103,122,26,37,24,46,53,26,19,51,46
Sirt6,647,270,312,597,675,812,532,844,108,303,141,243,255,169,124,174,197
Ankrd24,1831,716,877,1630,1632,2517,1639,2848,405,1122,505,779,725,529,396,647,680
Gm10778,14,6,15,9,31,18,10,20,4,12,8,6,6,9,0,13,12
Zfp433,56,6,23,37,27,33,47,53,12,22,17,32,30,23,11,19,29
Zfp781,56,13,40,31,38,51,53,59,18,29,26,32,27,26,9,23,23
Zfp873,167,65,84,136,156,195,145,185,39,72,46,84,70,55,31,70,50
AU041133,325,63,155,193,195,280,219,322,72,126,86,123,159,86,71,127,144
Zfp938,652,128,304,352,393,434,443,585,125,218,180,217,224,164,112,157,208
Gm1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190007I07Rik,133,51,80,130,170,173,118,180,22,56,33,50,67,44,42,58,45
Tdg,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Gm9855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glt8d2,10,2,0,4,8,6,7,4,3,6,1,1,7,4,0,0,2
Hcfc2,1273,461,617,1131,1280,1430,1098,1759,256,587,352,452,505,349,246,373,588
Nfyb,1137,421,626,1138,1290,1306,1127,1611,357,675,411,616,567,453,345,531,639
1700028I16Rik,16,3,6,12,15,19,14,18,4,4,5,4,5,8,4,6,4
Txnrd1,18611,7251,9396,17294,19977,18785,16341,25418,5116,9345,5594,8033,8760,7180,5258,5736,9666
Eid3,6,1,4,8,6,11,11,15,4,3,0,1,1,2,3,0,1
Chst11,7892,3072,4321,8351,8752,9605,8541,11351,3085,5759,3461,4966,4470,4008,2651,4002,4757
Slc41a2,984,349,524,1154,1304,1101,925,1357,195,396,234,336,288,262,190,272,520
D10Wsu102e,881,329,422,876,1053,1058,810,1298,235,410,246,382,384,279,231,339,473
Aldh1l2,7734,2564,4296,6091,8392,9153,7085,12932,1310,2287,1587,1877,2734,2013,1464,1029,3502
A230046K03Rik,1440,441,768,1301,1257,1486,1331,1980,391,782,490,669,596,550,370,603,787
Appl2,2829,1070,1688,3222,3058,3842,2735,4347,995,1761,1068,1667,1420,1107,941,1314,2099
1500009L16Rik,483,208,263,688,794,742,540,814,206,402,229,345,370,276,173,408,333
Nuak1,1183,474,610,841,1046,1364,896,1591,275,866,425,610,640,478,339,548,405
4930463O16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ckap4,2412,991,1230,2430,3252,2997,2424,3652,547,1306,781,1073,1262,908,606,1042,1141
Platr7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tcp11l2,894,335,437,813,1044,1191,914,1351,352,882,504,661,564,409,266,663,478
Polr3b,1344,478,693,1263,1369,1519,1067,1891,275,650,371,537,584,455,289,458,572
Rfx4,5,2,5,8,9,6,6,7,0,1,0,1,0,0,1,4,1
Ric8b,2230,776,1145,1952,2182,2318,1971,3055,506,955,582,837,917,613,448,755,1022
Fhl4,31,9,14,34,25,25,36,50,11,26,12,11,16,14,6,15,15
Tmem263,1891,654,1115,1633,2092,2236,1656,2739,462,835,573,786,792,602,420,690,874
Mterf2,189,81,112,185,223,247,185,283,45,158,84,129,106,80,69,82,106
Cry1,807,314,415,1048,1183,1134,827,1117,266,426,244,368,331,252,206,464,580
Btbd11,102,42,70,106,132,139,72,121,30,97,40,54,26,46,21,61,63
Pwp1,1503,583,797,1515,1708,1862,1279,2352,296,689,364,580,682,453,337,424,666
Prdm4,1337,551,693,1278,1341,1480,1172,1791,279,644,389,565,610,421,284,438,673
Ascl4,6,1,1,1,8,2,4,9,2,3,2,2,4,4,1,2,1
Rtcb,6116,2483,2916,5998,6620,7165,5091,8762,1443,3323,1964,2812,2791,1973,1476,2548,3068
Bpifc,11,5,2,21,8,9,8,20,1,0,3,2,2,5,1,0,2
Fbxo7,1285,531,648,1362,1391,1569,1173,1976,318,661,386,641,560,435,309,504,715
Syn3,157,55,85,170,175,166,156,224,43,102,51,99,62,55,38,75,78
4930486F22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timp3,1186,574,568,1386,1369,1520,1266,1752,390,686,381,629,465,518,319,766,696
1810014B01Rik,155,48,102,157,175,161,165,231,42,82,45,81,88,39,37,90,81
Hsp90b1,66651,24928,38786,60254,73448,77761,60840,100524,12318,23983,16013,22764,26214,20388,14434,16891,33471
Ttc41,218,63,75,202,157,257,199,380,46,127,88,90,107,75,59,94,115
Nt5dc3,3561,1353,1622,3209,3428,3907,3015,4909,869,1822,1011,1527,1439,1152,794,1268,1536
Stab2,147,43,96,160,120,152,105,200,37,81,39,55,75,48,35,31,67
1700113H08Rik,4,0,0,1,6,4,1,9,0,1,0,1,4,0,0,0,0
Ascl1,56,35,23,88,108,62,45,80,19,26,10,23,19,8,9,18,45
Pah,5,6,4,6,48,14,6,10,3,0,1,2,2,10,1,4,6
Igf1,25,7,6,17,14,23,11,14,1,5,1,2,6,8,7,9,13
Tyms-ps,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Pmch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parpbp,16,4,8,4,1,8,8,7,4,2,2,5,3,4,3,3,6
Nup37,301,121,165,267,269,331,244,379,56,148,97,124,131,103,66,100,143
Ccdc53,1204,474,586,1149,1355,1203,1112,1705,274,591,378,486,542,374,277,510,660
Dram1,50,17,16,76,68,52,38,56,19,25,16,28,22,31,13,29,58
Gnptab,1293,523,668,1273,1214,1593,1172,1939,351,705,410,609,526,496,329,569,651
Sycp3,12,1,5,4,1,3,3,2,0,0,0,1,1,0,3,0,2
Chpt1,401,134,222,319,338,441,332,513,129,212,143,195,207,154,106,150,166
Mybpc1,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,2
Spic,6,3,2,29,13,15,15,16,4,2,3,2,1,5,2,6,6
Gm4925,57,19,29,42,49,37,51,54,13,38,16,17,22,23,14,37,19
Arl1,5533,2087,3146,5205,5951,6605,5124,8482,1255,2655,1669,2405,2440,1958,1319,1898,2645
Utp20,990,379,561,1117,1100,1247,1019,1585,203,488,244,331,354,350,243,328,496
Slc5a8,0,0,2,1,1,2,0,0,1,1,0,0,0,1,0,0,0
Ano4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Gas2l3,36,11,25,48,40,36,37,44,20,17,12,15,21,22,12,11,32
Nr1h4,525,191,232,510,691,714,531,867,174,435,186,328,274,186,140,376,307
Slc17a8,7,4,1,5,2,6,2,8,1,2,0,0,2,2,0,6,2
Scyl2,1807,657,946,1780,1901,1953,1738,2665,505,1008,581,802,843,677,436,648,1014
1500026H17Rik,155,52,76,135,139,172,150,221,29,105,52,83,71,67,57,85,88
Actr6,233,74,120,186,189,239,252,341,74,142,87,149,126,95,63,117,127
Uhrf1bp1l,2091,790,1123,1801,2033,2432,1967,3061,571,1060,666,946,885,759,520,709,943
Anks1b,25,6,15,46,29,21,23,28,2,10,4,7,8,3,5,1,5
Apaf1,409,139,230,424,428,452,357,587,118,210,133,156,160,126,105,86,236
Ikbip,1458,603,849,1460,1813,1741,1343,2371,329,734,425,645,671,502,350,538,712
Slc25a3,12410,5054,6373,11352,13396,14482,10443,17262,2524,5473,3207,4748,5058,3797,2722,3506,5466
Tmpo,2671,1051,1498,2570,2926,3425,2743,4082,886,1617,937,1401,1281,1031,686,1385,1451
Mir135a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rmst,0,2,2,8,4,0,0,4,1,0,1,3,0,0,0,0,2
Mir1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nedd1,526,215,242,468,582,523,453,677,117,256,109,211,226,191,120,208,264
Cdk17,859,295,476,884,916,984,753,1176,291,471,295,407,377,354,224,349,456
Mir1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elk3,2068,813,994,2017,2042,2044,1654,2356,561,967,595,817,835,718,472,842,967
Gm17745,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0
Mir7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lta4h,1808,789,992,1919,2328,2444,1818,2841,472,1035,566,877,883,712,510,763,1023
Hal,0,1,0,0,1,2,1,0,0,0,0,0,0,2,2,0,2
Amdhd1,25,13,14,18,36,37,12,26,3,19,3,11,12,10,3,13,8
Ccdc38,2,1,1,0,0,1,0,4,0,2,0,0,2,1,0,0,2
Snrpf,713,317,337,772,916,1004,653,1185,147,340,186,319,322,246,165,326,352
4933408J17Rik,3,0,2,0,2,1,3,4,1,0,0,1,0,0,0,0,0
Ntn4,262,124,173,357,356,382,258,359,41,125,60,88,86,64,58,114,91
Gm8580,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Gm15915,11,2,2,5,6,3,10,4,0,1,1,2,2,0,0,2,3
Usp44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Metap2,5528,1997,2870,5002,5733,5746,4515,7126,1400,2507,1547,2233,2239,1843,1284,2175,2391
Vezt,860,287,413,922,904,1069,812,1297,277,512,320,405,383,335,231,400,503
Mir331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fgd6,1561,632,798,1656,1596,2147,1583,2608,536,1104,651,883,815,616,433,808,878
Nr2c1,506,196,278,474,514,650,439,735,112,270,126,218,221,191,144,259,313
Ndufa12,1242,500,652,1295,1358,1394,978,1628,281,568,334,510,566,355,280,371,573
Gm4792,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0
Tmcc3,1914,655,949,1809,1867,1944,1553,2488,499,926,464,760,840,594,422,895,1142
Mir7211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cep83os,858,305,447,614,662,846,735,1118,242,502,278,342,452,254,215,308,332
Cep83,883,311,468,968,1035,1165,966,1482,216,411,278,385,371,292,226,291,517
Plxnc1,72,32,42,70,72,110,49,124,18,30,21,32,25,30,16,31,22
Gm29684,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cradd,311,146,178,330,369,409,275,480,75,195,100,159,143,105,77,146,119
2310039L15Rik,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Socs2,886,350,456,800,929,1094,829,1155,185,456,249,413,342,262,176,405,296
5730420D15Rik,37,12,17,28,38,52,36,52,5,44,19,21,17,7,12,36,14
Mrpl42,1343,459,673,1237,1289,1456,1076,1784,307,581,420,505,550,457,339,444,646
Ube2n,1919,653,884,1597,1843,1821,1601,2383,418,873,522,703,790,592,364,558,878
Nudt4,2713,919,1441,2402,2393,2652,2335,3575,802,1479,853,1259,1169,941,618,1238,1171
Mir3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eea1,2524,939,1448,2496,2569,3074,2435,3834,736,1288,807,1141,1205,980,734,1148,1373
4930459C07Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btg1,2504,935,1425,2402,2864,3148,2625,3742,958,1820,1235,1686,1419,1145,841,1437,1430
4930556N09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dcn,78,38,23,164,151,74,119,115,48,41,31,43,44,75,18,44,97
Lum,43,14,12,69,65,35,47,44,11,8,8,9,9,12,4,20,20
4930473O22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epyc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm10754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccer1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930525C09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atp2b1,6829,2540,3682,6097,6277,7186,5721,9677,1430,3058,1855,2650,2874,2378,1675,2284,3421
Poc1b,841,335,438,726,862,944,755,1119,243,510,289,442,452,269,216,392,386
Galnt4,751,311,396,639,694,755,650,973,248,388,283,412,383,323,184,504,367
Dusp6,599,284,369,786,785,696,578,686,191,263,149,300,253,241,172,289,308
Gm20110,0,0,0,0,1,1,4,0,0,1,0,0,1,0,1,1,0
Gm18409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csl,2,2,3,2,1,1,2,0,0,0,0,2,1,0,0,0,0
Kitl,173,54,81,134,147,127,149,144,72,101,54,70,69,94,54,83,72
Gm4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmtc3,2242,741,1320,1545,1880,2205,2024,2880,565,1146,741,1011,1095,845,533,962,988
Cep290,905,343,592,789,847,1067,859,1432,253,511,304,470,409,388,210,404,519
4930430F08Rik,369,115,174,364,457,465,385,535,95,206,110,187,179,132,90,170,184
1700017N19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mgat4c,1,0,3,0,1,1,2,3,0,0,1,3,1,1,0,0,0
Mir3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nts,5,3,5,32,23,14,15,14,21,1,4,5,8,7,1,6,31
Rassf9,32,4,19,60,38,66,35,55,18,17,10,15,21,13,9,23,40
Alx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrriq1,14,4,9,28,11,14,12,22,5,6,4,8,7,7,6,0,4
Slc6a15,38,11,16,41,30,29,23,18,6,21,6,11,10,9,6,8,9
Gm4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm21312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmtc2,1038,377,510,963,1014,1131,845,1452,276,521,277,406,509,364,284,374,504
Gm15663,354,113,201,317,367,358,257,416,86,125,96,140,160,114,94,84,235
Mettl25,411,150,179,340,426,425,329,492,99,170,126,179,162,137,87,145,174
Ccdc59,950,305,471,762,977,913,770,1163,185,386,211,345,367,298,207,306,418
Ppfia2,140,57,87,162,163,174,167,239,26,48,28,41,49,53,35,42,71
4930532I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acss3,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,1
Lin7a,42,8,19,36,41,39,26,25,18,35,5,23,22,15,7,20,18
Myf5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myf6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ptprq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otogl,3,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
Gm29685,11,0,2,9,6,13,5,11,3,1,1,1,0,0,2,0,2
Ppp1r12a,1573,671,909,1611,1742,2100,1572,2703,435,966,548,742,715,598,406,706,797
Pawr,831,349,485,895,1132,1262,891,1369,216,410,300,396,357,274,224,377,470
Syt1,338,92,154,411,342,325,321,415,47,91,62,99,95,70,66,43,137
Gm5136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nav3,306,140,130,393,326,398,299,528,104,228,147,183,135,146,68,178,154
9230102K24Rik,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
E2f7,95,35,31,98,111,111,94,171,34,89,33,57,40,38,31,38,49
1700020G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csrp2,115,65,66,191,183,196,156,227,50,86,35,71,53,72,25,68,82
Zdhhc17,1498,527,753,1332,1427,1696,1412,2106,410,832,511,719,647,468,389,690,712
Osbpl8,1479,483,791,1116,1229,1455,1325,2058,432,732,545,715,678,565,432,624,574
Bbs10,315,121,184,330,269,363,270,414,107,191,127,159,158,104,82,143,161
Nap1l1,6105,2271,3438,5466,6252,7239,6059,8844,1814,3538,2222,3281,3263,2682,1866,2888,2936
Gm5176,7,0,3,4,8,9,8,6,1,4,3,1,3,1,1,1,2
Phlda1,214,82,111,301,317,307,198,358,86,114,49,105,83,95,57,137,131
4933440J02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm20758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krr1,1517,534,745,1427,1679,1724,1473,2271,365,727,501,698,706,522,417,716,818
Glipr1,51,7,23,37,36,45,40,41,17,23,16,20,28,12,8,9,18
Glipr1l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glipr1l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caps2,105,36,44,82,106,137,132,144,52,77,62,91,58,41,38,52,58
Kcnc2,169,64,88,138,122,145,133,231,26,56,27,63,48,38,27,26,47
1700010J16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atxn7l3b,4144,1396,2005,3533,3987,4403,3379,5360,1129,2171,1362,1947,1844,1433,995,1701,1924
Mir669h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trhde,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Tph2,81,43,44,129,122,64,94,129,35,64,34,79,30,44,25,70,73
Tbc1d15,4264,1485,2219,3511,4173,4531,3923,5929,1102,2118,1341,1896,1888,1443,1027,1563,2038
