,GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Kntc1,Kntc1,36.27048977,0.368692818,0.126846758,2.906600238,0.003653798,0.014213347,OK
Hcar2,Hcar2,207.599627,-0.27281193,0.163000366,-1.673689062,0.094191725,0.180373547,OK
Hcar1,Hcar1,72.39228411,-0.53068482,0.119200004,-4.45205373,8.51E-06,9.89E-05,OK
Denr,Denr,1439.691269,-0.066043121,0.044711533,-1.477093626,0.139650542,0.245741374,OK
Ccdc62,Ccdc62,135.9133334,0.055577397,0.104811553,0.530260221,0.595931522,0.710244359,OK
Hip1r,Hip1r,3343.685988,-0.114881701,0.05068673,-2.266504508,0.023420511,0.061449813,OK
Mir7032,Mir7032,0.095429282,-0.018801041,0.032034241,-0.586904521,0.557267833,NaN,Low
Vps37b,Vps37b,542.0315469,-0.422860086,0.073227623,-5.774598017,7.71E-09,2.37E-07,OK
Abcb9,Abcb9,1267.687927,-0.000438842,0.08056813,-0.005446838,0.995654073,0.997087603,OK
Ogfod2,Ogfod2,954.4919784,-0.269069686,0.054895192,-4.90151645,9.51E-07,1.54E-05,OK
Arl6ip4,Arl6ip4,572.0538203,-0.175849314,0.062642084,-2.807207292,0.004997307,0.01827211,OK
Pitpnm2,Pitpnm2,2018.198042,-0.166574247,0.070355584,-2.36760521,0.017903629,0.049875689,OK
Pitpnm2os1,Pitpnm2os1,1.323448775,-0.074579758,0.11371542,-0.655845601,0.511923473,NaN,Low
Mphosph9,Mphosph9,553.2821484,0.076352905,0.054833393,1.39245268,0.163785362,0.277220173,OK
2810006K23Rik,2810006K23Rik,256.4933412,0.075413045,0.059015899,1.277842854,0.201304841,0.323909871,OK
Cdk2ap1,Cdk2ap1,594.4866829,0.085185247,0.054043017,1.576248903,0.114968452,0.210744862,OK
Sbno1,Sbno1,2389.653797,0.069532845,0.043512123,1.598010862,0.11004056,0.203641504,OK
Setd8,Setd8,682.4403563,-0.138902171,0.07043257,-1.972129813,0.048594789,0.107287501,OK
Rilpl2,Rilpl2,454.6330532,-0.113729617,0.061362356,-1.853410196,0.063823587,0.132926664,OK
Snrnp35,Snrnp35,214.4632842,-0.134371824,0.065759985,-2.043367632,0.041016059,0.094276638,OK
Rilpl1,Rilpl1,327.4918207,0.044695742,0.078452182,0.569719546,0.568867931,0.687729888,OK
Tmed2,Tmed2,2894.835924,-0.114394581,0.054399282,-2.102869313,0.035477195,0.08453944,OK
Ddx55,Ddx55,499.9216584,-0.187795543,0.048831741,-3.845767963,0.000120175,0.000867976,OK
Eif2b1,Eif2b1,674.7500091,-0.039772105,0.058813022,-0.676246573,0.498884107,0.628728642,OK
Gtf2h3,Gtf2h3,521.5446947,-0.02856268,0.051260908,-0.557201991,0.57738943,0.694674813,OK
Tctn2,Tctn2,475.8441871,0.051486696,0.050069909,1.028296174,0.30381053,0.439603303,OK
Atp6v0a2,Atp6v0a2,1777.13727,-0.123247378,0.045452327,-2.711574626,0.006696447,0.022988126,OK
Dnah10,Dnah10,25.82072332,-0.364128435,0.144243831,-2.524395197,0.011589756,0.035499432,OK
Ccdc92,Ccdc92,1354.552632,-0.011893604,0.056145366,-0.211835906,0.832235055,0.89361028,OK
Zfp664,Zfp664,3148.673192,0.165956111,0.035101754,4.727858032,2.27E-06,3.23E-05,OK
Fam101a,Fam101a,974.2383993,0.028276158,0.087755251,0.322216135,0.747288961,0.830543427,OK
Ncor2,Ncor2,3012.691382,-0.205998126,0.078634727,-2.619683879,0.008801131,0.028601617,OK
Scarb1,Scarb1,589.1984317,0.177643189,0.063673671,2.789900243,0.005272428,0.019085331,OK
Ubc,Ubc,1724.928031,0.105909358,0.081869586,1.293634953,0.195791543,0.31704082,OK
Dhx37,Dhx37,406.2527724,-0.166074541,0.070135404,-2.367913071,0.017888738,0.0498443,OK
Bri3bp,Bri3bp,378.240906,0.077452959,0.052637764,1.471433311,0.14117397,0.247725119,OK
Aacs,Aacs,2195.756106,-0.045684651,0.064407462,-0.709306802,0.478134108,0.609698535,OK
Tmem132b,Tmem132b,1987.748823,0.380566394,0.065182444,5.838479976,5.27E-09,1.71E-07,OK
4933438B17Rik,4933438B17Rik,0.032578514,-0.004368963,0.029952091,-0.145865032,0.884027937,NaN,Low
4930572K03Rik,4930572K03Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Tmem132c,Tmem132c,0.367992688,-0.150986028,0.078656537,-1.919561087,0.054913363,NaN,Low
Tmem132cos,Tmem132cos,0,NaN,NaN,NaN,NaN,NaN,Low
Slc15a4,Slc15a4,304.3463597,0.06706907,0.057474666,1.166932763,0.243237524,0.373359124,OK
Glt1d1,Glt1d1,344.5021304,0.141666368,0.075758956,1.869961994,0.061489096,0.129164652,OK
Tmem132d,Tmem132d,0,NaN,NaN,NaN,NaN,NaN,Low
5930412G12Rik,5930412G12Rik,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Fzd10,Fzd10,0.062234701,-0.013046746,0.030512277,-0.427590065,0.668949601,NaN,Low
Piwil1,Piwil1,0,NaN,NaN,NaN,NaN,NaN,Low
Rimbp2,Rimbp2,3966.678195,-0.033558598,0.076428763,-0.439083354,0.66060114,0.762837691,OK
Stx2,Stx2,305.1737069,0.019703949,0.061154596,0.32219898,0.747301957,0.830543427,OK
Ran,Ran,2395.440345,-0.223925599,0.053638334,-4.17473068,2.98E-05,0.000276049,OK
Adgrd1,Adgrd1,70.36724879,0.391741156,0.12882909,3.04078182,0.002359648,0.009946811,OK
Sfswap,Sfswap,825.8981252,-0.105357973,0.068145041,-1.546084219,0.12208423,0.221034169,OK
Mmp17,Mmp17,11.81417582,0.195017763,0.163700384,1.191309132,0.23353225,0.36229228,OK
Zfp11,Zfp11,135.7891832,0.151145202,0.079587702,1.899102482,0.057551003,0.122690463,OK
Sept14,14-Sep,0,NaN,NaN,NaN,NaN,NaN,Low
Mrps17,Mrps17,535.6848368,-0.057199489,0.06127991,-0.933413402,0.350606563,0.486878856,OK
Gbas,Gbas,1798.939568,0.148899644,0.042613111,3.494221434,0.000475446,0.002707993,OK
Psph,Psph,769.5758609,-0.467735389,0.134797586,-3.469909241,0.000520634,0.002919168,OK
Cct6a,Cct6a,3125.113494,-0.096130554,0.039827074,-2.413698634,0.015791518,0.045209216,OK
Snora15,Snora15,0.240262453,0.051917323,0.041039914,1.265044623,0.205855332,NaN,Low
Sumf2,Sumf2,233.3846349,-0.088016855,0.068646512,-1.2821752,0.199781194,0.32183015,OK
Phkg1,Phkg1,0.058927814,-0.012445176,0.030477903,-0.408334401,0.683028186,NaN,Low
Chchd2,Chchd2,1928.344836,0.006992483,0.057639295,0.121314506,0.903441931,0.939120473,OK
Zbed5,Zbed5,65.25024228,0.275746228,0.104365312,2.642125267,0.008238758,0.027138393,OK
Nupr1l,Nupr1l,28.05098296,0.252940084,0.149347047,1.693639671,0.090333775,0.174589466,OK
Vkorc1l1,Vkorc1l1,1534.021412,0.013252568,0.037763446,0.350936395,0.725636066,0.814092192,OK
Gusb,Gusb,1974.321597,0.206791823,0.038882242,5.318413009,1.05E-07,2.25E-06,OK
Asl,Asl,541.7763743,0.055565024,0.062865931,0.883865445,0.376768853,0.513517845,OK
Crcp,Crcp,603.6801752,0.049968448,0.04282033,1.166932804,0.243237507,0.373359124,OK
Tpst1,Tpst1,809.4627236,0.16484938,0.047708471,3.455348213,0.000549583,0.003058943,OK
Kctd7,Kctd7,365.7047266,-0.015142825,0.058051885,-0.26084984,0.794208308,0.864860476,OK
Rabgef1,Rabgef1,712.4711614,-0.016312783,0.04963362,-0.328663974,0.742409688,0.826775791,OK
Tmem248,Tmem248,4762.914796,-0.083756186,0.04182876,-2.002358798,0.045246156,0.101722527,OK
Sbds,Sbds,1673.311887,0.161070616,0.054434052,2.959004672,0.003086344,0.012362448,OK
Tyw1,Tyw1,563.6512105,-0.039581018,0.050274916,-0.787291564,0.431111207,0.567012014,OK
Caln1,Caln1,0.302812948,-0.10503658,0.065106275,-1.613309619,0.106677258,NaN,Low
A330070K13Rik,A330070K13Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Wbscr17,Wbscr17,4.250877445,-0.283433988,0.153963014,-1.84092258,0.065632905,NaN,Low
Auts2,Auts2,811.1233546,0.114080888,0.084610642,1.348304248,0.177560546,0.294131418,OK
4930563F08Rik,4930563F08Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Gatsl2,Gatsl2,5914.401997,-0.096842701,0.035197524,-2.751406614,0.005933994,0.020950941,OK
Wbscr16,Wbscr16,498.5896771,-0.15953996,0.04836058,-3.298967062,0.000970413,0.004827155,OK
Gtf2ird2,Gtf2ird2,397.8056204,-0.0984126,0.0543068,-1.812159797,0.069961509,0.142925078,OK
Ncf1,Ncf1,55.68002707,0.357168039,0.110814291,3.223122538,0.001268013,0.005954468,OK
Gtf2i,Gtf2i,5156.542249,0.005572662,0.063739713,0.087428415,0.930330984,0.957255759,OK
Gtf2ird1,Gtf2ird1,712.2943952,-0.066330854,0.043107932,-1.538715756,0.123873704,0.223671692,OK
Clip2,Clip2,979.8841231,-0.223952064,0.057824047,-3.872991844,0.000107507,0.000789617,OK
Syna,Syna,1.352835037,-0.028796051,0.10471166,-0.27500329,0.78331371,NaN,Low
Mir7228,Mir7228,0,NaN,NaN,NaN,NaN,NaN,Low
Rfc2,Rfc2,610.3161894,-0.146372642,0.039600501,-3.696232055,0.000218823,0.001427589,OK
Lat2,Lat2,40.67318216,0.377011872,0.12247185,3.078355331,0.002081466,0.008918993,OK
Eif4h,Eif4h,4802.861017,-0.125525091,0.031092109,-4.037200986,5.41E-05,0.000449433,OK
Limk1,Limk1,368.6297667,-0.326857589,0.053749711,-6.081104063,1.19E-09,4.69E-08,OK
Eln,Eln,6.923852384,-0.28864176,0.136328447,-2.117252604,0.034238415,NaN,Low
Wbscr28,Wbscr28,0,NaN,NaN,NaN,NaN,NaN,Low
Cldn13,Cldn13,0.072097402,-0.014679536,0.030602426,-0.479685372,0.631451131,NaN,Low
Wbscr27,Wbscr27,627.3427486,0.406663616,0.076224392,5.335085095,9.55E-08,2.08E-06,OK
Cldn4,Cldn4,4165.197057,0.11455066,0.083874185,1.365743947,0.172019346,0.287344077,OK
Cldn3,Cldn3,655.7491144,-0.22623705,0.108757793,-2.080191629,0.03750796,0.0882778,OK
Wbscr25,Wbscr25,7.484397939,-0.327871244,0.164277981,-1.995831956,0.045952217,NaN,Low
Abhd11,Abhd11,492.7165094,-0.149684711,0.054387341,-2.752197616,0.005919679,0.020905765,OK
Abhd11os,Abhd11os,8.115287947,0.033476717,0.156263807,0.21423206,0.830366096,NaN,Low
Stx1a,Stx1a,356.1451439,-0.414453409,0.08516062,-4.866726053,1.13E-06,1.78E-05,OK
Wbscr22,Wbscr22,473.2365638,-0.241212813,0.060667749,-3.97596446,7.01E-05,0.000553953,OK
Dnajc30,Dnajc30,309.8633933,-0.058870042,0.07047098,-0.835379933,0.403503824,0.539209751,OK
Vps37d,Vps37d,149.0678674,-0.016999475,0.136072394,-0.124929641,0.900579252,0.937088271,OK
Mlxipl,Mlxipl,5325.062411,0.424873268,0.142506935,2.981421705,0.002869134,0.011665607,OK
Tbl2,Tbl2,1556.976269,-0.15582634,0.05570929,-2.797133855,0.005155817,0.018727266,OK
Bcl7b,Bcl7b,1181.131427,-0.159043695,0.042862182,-3.710583241,0.000206782,0.001363911,OK
Baz1b,Baz1b,3567.885536,0.03888981,0.047472874,0.819200654,0.412671942,0.548594516,OK
Fzd9,Fzd9,1.41505459,-0.08290923,0.119838846,-0.691839357,0.489038218,NaN,Low
Fkbp6,Fkbp6,0.85234144,-0.163142799,0.085899713,-1.89922403,0.057535026,NaN,Low
Trim50,Trim50,1.634465137,-0.175811202,0.097138855,-1.809895759,0.070311954,NaN,Low
Nsun5,Nsun5,167.2434119,-0.22813836,0.079786854,-2.859347741,0.004245132,0.016006787,OK
Pom121,Pom121,1994.155015,-0.128142789,0.043553631,-2.942183852,0.003259064,0.012956214,OK
Mir7033,Mir7033,0,NaN,NaN,NaN,NaN,NaN,Low
Hip1,Hip1,557.880983,0.164730297,0.07619607,2.161926412,0.030623849,0.075430279,OK
Ccl26,Ccl26,0,NaN,NaN,NaN,NaN,NaN,Low
Ccl24,Ccl24,0,NaN,NaN,NaN,NaN,NaN,Low
Rhbdd2,Rhbdd2,1640.738445,0.04363207,0.039405511,1.107258058,0.268182373,0.401121999,OK
Por,Por,5518.574882,0.047429499,0.051679642,0.917759821,0.358744621,0.495131633,OK
Tmem120a,Tmem120a,204.1948364,-0.255233956,0.097282658,-2.623632622,0.008699757,0.02833135,OK
Mir7034,Mir7034,0,NaN,NaN,NaN,NaN,NaN,Low
Styxl1,Styxl1,14.73753522,0.190148773,0.154893204,1.227612116,0.219592611,0.346925565,OK
Mdh2,Mdh2,4356.723879,-0.147071251,0.045974292,-3.198988902,0.001379105,0.006356818,OK
Srrm3,Srrm3,228.6096795,-0.151502315,0.072360617,-2.093712311,0.036285616,0.086018915,OK
Hspb1,Hspb1,108.5304592,-0.065027319,0.139631163,-0.465707778,0.641424684,0.747912053,OK
Ywhag,Ywhag,5203.273993,-0.130675307,0.039820705,-3.281591959,0.001032229,0.005071448,OK
Ssc4d,Ssc4d,95.26163959,0.019224329,0.100815065,0.190689053,0.848769215,0.903536993,OK
Zp3,Zp3,0.159093386,-0.009529666,0.042057099,-0.226588753,0.820743538,NaN,Low
Dtx2,Dtx2,416.156549,-0.155385206,0.069558622,-2.23387414,0.025491356,0.065730053,OK
Upk3b,Upk3b,0.154577493,0.004214208,0.037026766,0.113815175,0.909384309,NaN,Low
Upk3bl,Upk3bl,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Rasa4,Rasa4,38.30892855,0.001701903,0.129535552,0.0131385,0.989517295,0.993343679,OK
Mir7035,Mir7035,0.073229458,0.021170021,0.030075461,0.703896819,0.481497033,NaN,Low
Polr2j,Polr2j,616.9964517,0.014419221,0.057223266,0.251981794,0.801055136,0.869769383,OK
Lrwd1,Lrwd1,315.4270834,-0.107567632,0.056079082,-1.918141835,0.055093029,0.118515476,OK
Alkbh4,Alkbh4,120.6755902,-0.065041471,0.075898861,-0.856949243,0.391472937,0.527755843,OK
Orai2,Orai2,596.0666059,0.046241849,0.056733737,0.815067921,0.415033432,0.550968421,OK
Prkrip1,Prkrip1,254.8459217,-0.030743658,0.063510957,-0.484068564,0.628337211,0.736961187,OK
Sh2b2,Sh2b2,28.1063371,-0.17956708,0.150944749,-1.18962125,0.23419529,0.363157105,OK
Cux1,Cux1,1601.747014,-0.02425129,0.038567595,-0.62879966,0.529480223,0.65593757,OK
Mir721,Mir721,0,NaN,NaN,NaN,NaN,NaN,Low
Myl10,Myl10,0,NaN,NaN,NaN,NaN,NaN,Low
Col26a1,Col26a1,32.26274746,-0.8718493,0.150630179,-5.788012125,7.12E-09,2.20E-07,OK
Ift22,Ift22,345.1329378,-0.053708279,0.058016061,-0.925748458,0.354576718,0.490806948,OK
4933404O12Rik,4933404O12Rik,285.9906837,0.269848059,0.065483557,4.120852174,3.77E-05,0.000334859,OK
Fis1,Fis1,1431.841882,-0.121156197,0.045414893,-2.6677636,0.007635796,0.025495755,OK
Cldn15,Cldn15,19.61586007,0.13558994,0.15574383,0.870595904,0.383974834,0.520862638,OK
Znhit1,Znhit1,504.028358,-0.242656716,0.064385618,-3.768803089,0.000164032,0.001124657,OK
Plod3,Plod3,1455.007299,-0.211976084,0.063539511,-3.336130222,0.000849534,0.004345254,OK
Mir702,Mir702,0,NaN,NaN,NaN,NaN,NaN,Low
Vgf,Vgf,1661.969317,-0.731251753,0.162701239,-4.494444905,6.98E-06,8.46E-05,OK
Ap1s1,Ap1s1,1661.178165,-0.216905792,0.044961812,-4.824222653,1.41E-06,2.15E-05,OK
Serpine1,Serpine1,1690.381356,0.068864189,0.154926371,0.444496236,0.656683849,0.760008881,OK
Trim56,Trim56,725.0582551,-0.040117888,0.058455806,-0.686294323,0.492527528,0.623086269,OK
Ache,Ache,339.4254731,-0.479101498,0.087886065,-5.451393213,5.00E-08,1.19E-06,OK
Mir8116,Mir8116,1.676171957,-0.062987312,0.117178863,-0.53753135,0.590900636,NaN,Low
Ufsp1,Ufsp1,173.1572506,-0.087831515,0.09538615,-0.920799449,0.357155143,0.493562139,OK
Srrt,Srrt,2377.595661,-0.297595029,0.046954729,-6.33791387,2.33E-10,1.12E-08,OK
Mir7036,Mir7036,3.264409859,-0.173679262,0.148743986,-1.167638882,0.242952459,NaN,Low
Trip6,Trip6,70.08092249,-0.081254557,0.106199095,-0.765115348,0.444202861,0.57887736,OK
Slc12a9,Slc12a9,399.1366756,-0.127469519,0.068405249,-1.86344645,0.06239948,0.130677998,OK
Ephb4,Ephb4,141.2159655,-0.069893698,0.103117708,-0.677804993,0.497895345,0.627960357,OK
Zan,Zan,42.07279223,-0.307928044,0.124220306,-2.478886529,0.013179323,0.039249848,OK
Epo,Epo,0,NaN,NaN,NaN,NaN,NaN,Low
Pop7,Pop7,295.3063253,-0.177965485,0.076461879,-2.327506052,0.019938347,0.054258647,OK
Gigyf1,Gigyf1,1368.129898,-0.158065904,0.078318906,-2.018234312,0.043566864,0.098607745,OK
Gnb2,Gnb2,5476.262779,-0.122159894,0.045673428,-2.674638184,0.007480994,0.025112675,OK
Mir6418,Mir6418,0.195445011,-0.025112613,0.050423016,-0.498038699,0.618456766,NaN,Low
Actl6b,Actl6b,402.4258743,0.078798861,0.062022148,1.270495517,0.203908179,0.327066057,OK
Tfr2,Tfr2,6.348555335,-0.185293819,0.163557934,-1.132894105,0.257258726,NaN,Low
Mospd3,Mospd3,390.566367,-0.237227962,0.080739575,-2.938186892,0.003301379,0.013075325,OK
Pcolce,Pcolce,21.82139915,-0.188127648,0.155394944,-1.210642011,0.226032636,0.354252539,OK
Fbxo24,Fbxo24,15.123825,0.411106613,0.162171154,2.535016884,0.011244191,0.034726315,OK
Gm20605,Gm20605,23.06342884,-0.41075796,0.157456494,-2.608707646,0.009088485,0.029388594,OK
Lrch4,Lrch4,0,NaN,NaN,NaN,NaN,NaN,Low
Sap25,Sap25,0,NaN,NaN,NaN,NaN,NaN,Low
Irs3,Irs3,3.73647498,0.154558155,0.152393134,1.014206818,0.310484076,NaN,Low
Agfg2,Agfg2,362.6660964,-0.202135855,0.069157685,-2.922825652,0.003468707,0.01361653,OK
Nyap1,Nyap1,188.4404414,-0.842194983,0.10601349,-7.944224692,1.95E-15,3.32E-13,OK
Tsc22d4,Tsc22d4,921.7856788,-0.12117904,0.075266678,-1.609995854,0.107398761,0.199581248,OK
Ppp1r35,Ppp1r35,107.8935513,-0.463573369,0.113485149,-4.084881354,4.41E-05,0.000378753,OK
Mepce,Mepce,1051.530642,-0.069898692,0.038371853,-1.82161367,0.068513625,0.140566892,OK
Zcwpw1,Zcwpw1,60.85940555,-0.156674628,0.106106886,-1.476573612,0.139789969,0.245829523,OK
Pilra,Pilra,11.01018117,0.239116465,0.160679584,1.488157111,0.136709465,0.241927399,OK
Pilrb1,Pilrb1,1.636405372,0.023033366,0.119312801,0.193050249,0.846919615,NaN,Low
Pilrb2,Pilrb2,2.203193532,-0.063122172,0.124779343,-0.505870363,0.612947659,NaN,Low
Cyp3a13,Cyp3a13,58.36015439,-0.553907927,0.138103306,-4.010823091,6.05E-05,0.000488569,OK
Gjc3,Gjc3,0.386120025,-0.052423619,0.056539091,-0.927210164,0.353817427,NaN,Low
Azgp1,Azgp1,0.321116812,-0.100755664,0.063155595,-1.595356105,0.110632626,NaN,Low
Smok3a,Smok3a,0,NaN,NaN,NaN,NaN,NaN,Low
Smok3b,Smok3b,0,NaN,NaN,NaN,NaN,NaN,Low
Zkscan1,Zkscan1,1267.366435,0.062612057,0.061110088,1.024578082,0.305562311,0.441481868,OK
Zscan21,Zscan21,448.53843,-0.013779392,0.067772886,-0.203317175,0.838887132,0.897112394,OK
Zfp113,Zfp113,395.6495775,0.208641367,0.063774183,3.271564721,0.001069541,0.005220798,OK
Cops6,Cops6,1051.73206,-0.108210001,0.048879043,-2.213832217,0.026840323,0.06846422,OK
Mcm7,Mcm7,353.5379198,-0.078502491,0.060163829,-1.304812075,0.191956846,0.31208173,OK
Mir25,Mir25,0.308658512,-0.002009577,0.06464341,-0.03108711,0.975200069,NaN,Low
Mir93,Mir93,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
Mir106b,Mir106b,0.032578514,-0.004368963,0.029952091,-0.145865032,0.884027937,NaN,Low
Ap4m1,Ap4m1,253.0752445,0.131293885,0.076747638,1.710722147,0.087132417,0.169665289,OK
Taf6,Taf6,1006.987616,-0.029206106,0.036011921,-0.811012171,0.417358681,0.553412173,OK
Cnpy4,Cnpy4,314.5332213,-0.053004314,0.056091783,-0.944956825,0.344680919,0.481175402,OK
Mblac1,Mblac1,60.54687291,-0.085393738,0.136489769,-0.625642043,0.531549756,0.657659141,OK
Nxpe5,Nxpe5,0.901463353,-0.033453084,0.09689557,-0.345248847,0.729907299,NaN,Low
Lamtor4,Lamtor4,579.3579603,-0.125326916,0.066444384,-1.886192745,0.059268986,0.125458765,OK
BC037034,BC037034,807.2860253,-0.278472838,0.053386185,-5.216196612,1.83E-07,3.70E-06,OK
6330418K02Rik,6330418K02Rik,74.34140908,-0.039245974,0.105215815,-0.37300451,0.709145087,0.801209333,OK
Gal3st4,Gal3st4,2.041210297,0.274559344,0.115649508,2.374064098,0.017593496,NaN,Low
Gpc2,Gpc2,19.81615478,0.120336004,0.149095824,0.807105129,0.419605917,0.555738882,OK
Stag3,Stag3,4.238277839,0.090042437,0.149019205,0.604233776,0.545688228,NaN,Low
Zfp157,Zfp157,360.1613805,0.18513972,0.076568409,2.417964826,0.015607585,0.04477011,OK
1700123K08Rik,1700123K08Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Zfp68,Zfp68,883.5883595,0.221325668,0.06302173,3.511894496,0.000444925,0.002561388,OK
A430033K04Rik,A430033K04Rik,373.7417351,0.151790766,0.060769558,2.497809269,0.012496341,0.037680726,OK
Fam20c,Fam20c,2930.741449,-0.136509043,0.0542488,-2.516351399,0.011857689,0.036095121,OK
Gm5294,Gm5294,11.14331439,0.19627299,0.163466425,1.200692987,0.229870316,0.35859248,OK
Pdgfa,Pdgfa,471.0688331,0.021995647,0.068090628,0.323034872,0.746668833,0.830323819,OK
Prkar1b,Prkar1b,3969.970264,0.141680514,0.053151284,2.665608474,0.007684913,0.025626933,OK
Dnaaf5,Dnaaf5,533.7287924,-0.146487472,0.050749703,-2.886469556,0.003895904,0.014952231,OK
Sun1,Sun1,3306.015826,0.071678017,0.029409745,2.437219958,0.014800673,0.043026086,OK
Get4,Get4,1038.158379,-0.131562205,0.052692239,-2.496804219,0.012531812,0.037752775,OK
Adap1,Adap1,21.25942198,0.001854557,0.153051589,0.012117204,0.990332107,0.993509257,OK
Cox19,Cox19,226.7976876,-0.092752305,0.06682085,-1.388074295,0.165114423,0.278816694,OK
Cyp2w1,Cyp2w1,0,NaN,NaN,NaN,NaN,NaN,Low
3110082I17Rik,3110082I17Rik,302.4557255,-0.569430779,0.088700803,-6.419680109,1.37E-10,7.04E-09,OK
Mir339,Mir339,0.3982181,-0.000673721,0.062891377,-0.010712448,0.991452866,NaN,Low
D830046C22Rik,D830046C22Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Gpr146,Gpr146,284.2293386,-0.032027523,0.097899967,-0.327145394,0.743557919,0.827719532,OK
C130050O18Rik,C130050O18Rik,15.81642974,-0.013037446,0.158495357,-0.08225759,0.934441878,0.959978033,OK
Gper1,Gper1,20.2586293,-1.062011986,0.15443634,-6.87669746,6.13E-12,4.87E-10,OK
Zfand2a,Zfand2a,977.8457647,-0.185528762,0.083602255,-2.219183715,0.026474229,0.067715114,OK
4930500L23Rik,4930500L23Rik,0.239451961,0.058049255,0.043501535,1.33441854,0.182066727,NaN,Low
Uncx,Uncx,0,NaN,NaN,NaN,NaN,NaN,Low
Micall2,Micall2,83.03810198,0.20830353,0.106412755,1.957505283,0.050288091,0.110212464,OK
Ints1,Ints1,1350.580678,-0.462139686,0.076733923,-6.022625524,1.72E-09,6.31E-08,OK
Mir7037,Mir7037,0.113011782,-0.035374477,0.040050943,-0.883237063,0.377108201,NaN,Low
Mafk,Mafk,969.3843165,-0.211722555,0.058105331,-3.643771581,0.000268672,0.001687583,OK
Tmem184a,Tmem184a,3122.376427,0.274500431,0.041280982,6.649561489,2.94E-11,1.85E-09,OK
Psmg3,Psmg3,234.2031927,-0.145342749,0.074521663,-1.950342264,0.051135338,0.11171342,OK
Elfn1,Elfn1,1.665838584,-0.147976913,0.101273876,-1.461155809,0.143972687,NaN,Low
Mad1l1,Mad1l1,339.8095932,-0.269698841,0.056328121,-4.787996383,1.68E-06,2.49E-05,OK
Ftsj2,Ftsj2,139.2704891,-0.035690765,0.077720514,-0.459219365,0.646076646,0.751298898,OK
Nudt1,Nudt1,58.02635065,-0.026751054,0.105524497,-0.253505633,0.799877509,0.868880946,OK
Snx8,Snx8,667.0282969,-0.144121724,0.052296179,-2.755874859,0.005853539,0.020714722,OK
Eif3b,Eif3b,4071.627917,-0.220582106,0.046922186,-4.701019359,2.59E-06,3.62E-05,OK
Mir7038,Mir7038,0,NaN,NaN,NaN,NaN,NaN,Low
Chst12,Chst12,578.4424338,-0.064970141,0.061855011,-1.05036181,0.293551797,0.4293589,OK
Grifin,Grifin,0,NaN,NaN,NaN,NaN,NaN,Low
Lfng,Lfng,25.59436146,0.004381313,0.15548248,0.028178822,0.977519528,0.986047741,OK
Ttyh3,Ttyh3,472.4770009,0.028122372,0.05209069,0.539873286,0.589284422,0.704832022,OK
Iqce,Iqce,732.0175261,0.070802185,0.059049641,1.199028199,0.230516981,0.359194014,OK
Brat1,Brat1,518.87021,-0.102538931,0.053928161,-1.90139863,0.057249819,0.122199854,OK
Amz1,Amz1,41.68205149,-0.093356305,0.130354774,-0.716170976,0.473885782,0.60627763,OK
Gna12,Gna12,789.9195713,-0.033698612,0.044975902,-0.749259278,0.453700947,0.587653517,OK
Card11,Card11,10.83658652,0.248141867,0.163379311,1.518808383,0.128810735,0.230739084,OK
Sdk1,Sdk1,465.5025191,-0.332354163,0.096980887,-3.427006847,0.000610274,0.003324131,OK
Foxk1,Foxk1,1120.30705,0.047485261,0.061120542,0.776911649,0.437210898,0.572531146,OK
Ap5z1,Ap5z1,398.0332781,-0.186894413,0.089223929,-2.094666921,0.036200612,0.085935855,OK
Radil,Radil,94.8922339,-0.302376403,0.124541472,-2.427917364,0.015185803,0.043858409,OK
Papolb,Papolb,0.911783251,0.064644595,0.094311638,0.685436042,0.493068807,NaN,Low
Mmd2,Mmd2,2.227935047,0.02716807,0.136775963,0.198631905,0.842550694,NaN,Low
Wipi2,Wipi2,2408.148633,0.083678164,0.031246935,2.677963884,0.00740712,0.024941517,OK
Slc29a4,Slc29a4,1163.145878,-0.160265776,0.061557449,-2.603515535,0.009227309,0.029736256,OK
Tnrc18,Tnrc18,1704.234136,-0.160008424,0.073716431,-2.170593758,0.029961894,0.074238377,OK
Fbxl18,Fbxl18,172.663366,-0.185832399,0.097510854,-1.905761176,0.056681198,0.121230624,OK
Actb,Actb,11300.54239,-0.089223937,0.067159194,-1.328543881,0.183998497,0.3021467,OK
Fscn1,Fscn1,383.5057652,0.09927085,0.107358213,0.924669361,0.355137922,0.491287217,OK
Rnf216,Rnf216,1336.493878,0.033933286,0.032426603,1.046464431,0.295346659,0.431113376,OK
Rbakdn,Rbakdn,0.31962501,-0.016539803,0.068243769,-0.242363559,0.808498469,NaN,Low
Rbak,Rbak,293.7425297,-0.028811194,0.072105069,-0.399572371,0.68947151,0.785862698,OK
